sample,r,q,p,status,max_eig,break_date,design,placebo_type,instrument_free,n_C,n_NC,lambda_1,lambda_1_lo,lambda_1_hi,lambda_min,rank1_share,eig_gap,ratio_dir,p_placebo,prop_LR,prop_p_chi2,prop_p_boot,sys_min_rel_gap
full,4,4,8,ok,0.9749648767590688,2020-03-01,quebra_livre,rotate,TRUE,67,78,5.5956297617940125,0.9363910226237122,18.201895255728218,-1.495929504323457,0.5903491380661899,2.8026570402271145,2.182435649924789,0.3176823176823177,21.106958625314622,0.012183883770237158,0.34331337325349304,0.22671953570141887
full,7,4,4,ok,0.9782683860665305,NA,calendario,permute,TRUE,99,50,0.79421964575898,0.35291237508409534,1.8924617152911445,-0.5268193288982855,0.43343895437537855,1.6613325596943858,2.6666340177935153,0.22277722277722278,19.130644742078736,0.024104684270508672,0.21956087824351297,0.36407193193672927
full,7,4,4,ok,0.9782683860665305,NA,episodio_s2,rotate,TRUE,69,80,0.8386078122262755,0.48416905714220504,2.2731197248263983,-0.13355729348163647,0.47830775611234827,1.6388593970443694,2.3865801374552573,0.48151848151848153,9.68859886488294,0.3762780177722115,0.7365269461077845,0.21596168681637662
full,7,4,4,ok,0.9782683860665305,NA,intensidade_z,permute,FALSE,50,99,1.1810997488518888,0.567717421720975,2.2212036083928974,-0.4978314497522096,0.5776682995541186,4.013813083630399,2.946233909438717,0.14785214785214784,24.41639040491206,0.00368934859444208,0.12375249500998003,0.29767960540917254
full,7,4,4,ok,0.9782683860665305,NA,volatilidade_juros,permute,TRUE,37,112,1.422861064806461,0.6881825930059067,4.506274757152519,-0.0318618083364699,0.4959320364791339,1.8081384646437184,3.1760693874871793,0.13686313686313686,9.566056470124368,0.3867426609328784,0.7884231536926147,0.11862881422295904
full,7,4,4,ok,0.9782683860665305,2018-04-01,quebra_livre,rotate,TRUE,90,59,1.0196423292231998,0.6583201862750272,2.29102863169061,-0.3042103883443865,0.48681946306218993,2.225390606969818,3.6206021743212324,0.1798201798201798,22.974868111316237,0.00625300733763338,0.16367265469061876,0.14941953747188166
full,7,4,5,ok,0.9694791909268179,NA,calendario,permute,TRUE,98,50,0.6687359598003852,0.410835772179211,1.7580659902031694,-0.6165758424079664,0.3655050124681349,1.3392717478744558,2.190452686418085,0.42957042957042957,16.28703697490073,0.06112412248052785,0.2954091816367265,0.20545378560211672
full,7,4,5,ok,0.9694791909268179,NA,episodio_s2,rotate,TRUE,69,79,0.8320487993512846,0.49148634996814433,2.0766112279899147,-0.24499448333474794,0.4809215752288712,2.1927567635891405,2.382863756289339,0.5234765234765235,11.35257553420593,0.2523135694453347,0.6387225548902196,0.09983811094787148
full,7,4,5,ok,0.9694791909268179,NA,intensidade_z,permute,FALSE,49,99,1.147143794231041,0.6310949090522481,2.114535169832292,-0.5421299971487242,0.4946166655953972,2.8808194829241884,2.8308401063847612,0.13686313686313686,26.088577026536214,0.001975907276907317,0.07784431137724551,0.30932307065032216
full,7,4,5,ok,0.9694791909268179,NA,volatilidade_juros,permute,TRUE,37,111,1.266341915716142,0.622687445832891,4.416201004949508,0.022168104045056314,0.5037852407031543,1.8665932307757696,2.825918413007112,0.1798201798201798,7.140739622526667,0.6224690497625848,0.8682634730538922,0.10079445384022702
full,7,4,5,ok,0.9694791909268179,2018-04-01,quebra_livre,rotate,TRUE,90,58,1.023863376847439,0.673461437431728,1.988424533302084,-0.4419649840048825,0.504650596996767,2.6454555686850245,3.678754107697878,0.03496503496503497,27.96173266326291,9.680120793134737e-4,0.07385229540918163,0.20382786297845085
full,7,4,6,ok,0.9764830436505632,NA,calendario,permute,TRUE,98,49,0.6582629973263902,0.38777376679199566,1.7242755871739468,-0.7787932160508273,0.33359226408120135,1.2674322883128886,2.169516923717407,0.4275724275724276,19.58693600786438,0.02063989081036552,0.1437125748502994,0.17420000051158233
full,7,4,6,ok,0.9764830436505632,NA,episodio_s2,rotate,TRUE,69,78,0.8901163717326895,0.574417458793536,2.042869395232002,-0.427298446172385,0.47032812679460906,2.1011229931101383,2.559498318214181,0.3986013986013986,17.428904189500745,0.04240799901474265,0.36127744510978044,0.23783812118825653
full,7,4,6,ok,0.9764830436505632,NA,intensidade_z,permute,FALSE,49,98,1.136982589028812,0.5859790878743838,2.0698667350699105,-0.5600991006850723,0.4990561519916024,3.574063516641958,2.8079191533812824,0.11688311688311688,26.648729980538647,0.0015986029077998834,0.059880239520958084,0.2998170261243303
full,7,4,6,ok,0.9764830436505632,NA,volatilidade_juros,permute,TRUE,37,110,1.2545492339552744,0.596225849456813,3.868173264398065,0.04064463833447651,0.5150127699957453,1.9808400572161144,2.8085414977041396,0.2017982017982018,6.9302710208096325,0.6443791504602154,0.8642714570858283,0.09718793969902259
