r,q,var,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
8,4,credito_pessoa_fisica,1,-0.007737427186138568,-0.13840748475070358,0.11206710527599652,-0.2854593712585391,0.17936140874696962,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,2,0.037513226722762916,-0.14224599114149822,0.1743374224477794,-0.32061769103307125,0.2664605943486253,1,FALSE,FALSE
8,4,credito_pessoa_fisica,3,0.02628329821978692,-0.18846274419581377,0.1911557234757968,-0.3930093725348339,0.28047885496865765,1,FALSE,FALSE
8,4,credito_pessoa_fisica,4,0.03118498635541478,-0.23230921643569016,0.2055276598749194,-0.4568039333519325,0.3390828947947322,1,FALSE,FALSE
8,4,credito_pessoa_fisica,5,-0.0077685026966700654,-0.2894762280529696,0.20374224508927435,-0.5414749402840625,0.37040484465718493,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,6,-0.02175511482142012,-0.3017603613365025,0.23715057549036467,-0.5603133942355777,0.42765672819894396,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,7,-0.02827743867687138,-0.33388674561199583,0.2698849063512246,-0.6254210349062922,0.45875918851269826,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,8,-0.09153588932474532,-0.4046091800772384,0.24762006822752378,-0.7906774675434654,0.47146489336366665,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,9,-0.13310789726479477,-0.4568107471997558,0.2480600771244934,-0.8848049023093751,0.4850138650187385,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,10,-0.18304672345351714,-0.5323321531603127,0.23007220661823707,-0.9879263415348777,0.48110767305802105,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,11,-0.2666931027373587,-0.6144387936339518,0.18412423133979539,-1.1314995378528225,0.4540673420156833,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,12,-0.3500825034303712,-0.7321891479360962,0.15528398817730793,-1.24778462647253,0.44367183426682505,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,13,-0.41018032320656594,-0.8113546014819671,0.14083118452841353,-1.3073340256894679,0.4668370106301333,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,14,-0.47253966428819627,-0.9076454360415896,0.12802334780930744,-1.4151116770116372,0.4492889927872667,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,15,-0.5407431716127009,-0.9918076573825266,0.10858147277889652,-1.5217462408136546,0.4279443612772116,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,16,-0.5892037056674293,-1.0501791925073451,0.09540540019027162,-1.6031710480255126,0.4178688468544265,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,17,-0.6382220479033918,-1.1153101576807365,0.08857381891134787,-1.6940500596040804,0.42366299502991844,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,18,-0.6917011603991163,-1.1755451939734183,0.07457087275310863,-1.7528262583575183,0.4331482541732842,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,19,-0.734975293664808,-1.2125386430571243,0.059609110067235356,-1.8869669768730934,0.42613278971911217,-1,FALSE,FALSE
8,4,credito_pessoa_fisica,20,-0.7789788900432026,-1.2710672809916321,0.04927050848977138,-1.9810089905258843,0.4299885537499747,-1,FALSE,FALSE
